Institute,Name,RollNumber,Branch,StartingYear,CurrentCourses,PastCoursesGrades
IIIT,Riya Singh,MT23840,CB,2023,601;702,802:8;OOPD:9;602:6;ML:8;702:8;615:5;BML:10;DL:5
IIIT,Vihaan Chopra,2022109,ECE,2022,OOPD;801;701,802:6;ML:8;701:6;777:9;602:6
IIIT,Reyansh Saxena,2024021,CSE,2024,802;DSA;601;615,DL:8;802:8;FF:7;ML:8;701:10;615:10;702:7
IIIT,Rohan Rao,MT21976,CB,2021,702;801,ML:10;602:8;BML:5;DSA:6;FF:8;601:6
IIIT,Vikram Kapoor,2021241,SSH,2021,OOPD;601;802;702,702:8;DSA:7;FF:7;602:6
IIIT,Amit Singh,2022161,CSE,2022,801;FF;ML,OOPD:10;FF:6;601:6;DL:8;777:7;ML:5;DSA:5
IIIT,Sai Verma,MT23225,ECE,2023,801;ML;DL,777:5;FF:8;602:5;601:8;BML:7;802:7;DSA:5;701:9
IIIT,Simran Jain,MT23938,CB,2023,802;BML,701:7;802:7;801:10;602:9;601:10;FF:9;DSA:9
IIIT,Rohan Singh,PhD24540,SSH,2024,ML;DSA;DL,DL:5;601:7;DSA:8;801:8;BML:9;FF:5
IIIT,Myra Khanna,2022102,CSE,2022,701;615,DL:5;FF:7;777:6;701:8
IIIT,Rahul Joshi,2023680,ECE,2023,615;OOPD,801:5;601:9;701:9;FF:5;602:6
IIIT,Rahul Khanna,MT22128,CB,2022,FF;801;601,701:6;802:8;DSA:9;801:6;DL:7
IIIT,Atharv Kaur,MT24377,CSE,2024,615;601,802:7;BML:8;OOPD:6;FF:9;615:6;701:8;602:5;601:7
IIIT,Anjali Das,2024713,ECE,2024,801;601;615;ML,801:6;702:8;701:7;BML:9;777:6;FF:7
IIIT,Amit Jain,2023788,CSE,2023,802;OOPD;801,602:6;DSA:5;802:6;601:6
IIIT,Shaurya Khanna,2024795,SSH,2024,777;801;601;701,777:6;801:7;DSA:6;OOPD:8;602:8;802:7;FF:5
IIIT,Riya Kumar,2022947,CB,2022,602;BML;FF;702,801:7;802:8;ML:9;BML:8;601:5;FF:8;602:6
IIIT,Anya Patel,MT23430,CB,2023,701;OOPD;801;702,DSA:8;701:7;801:6;DL:8;615:5;ML:5;602:7;777:5
IIIT,Anjali Rao,MT21796,CSE,2021,ML;802;OOPD,BML:10;OOPD:5;801:7;615:10;601:7;FF:5
IIIT,Anya Saxena,MT23579,CB,2023,701;777,702:10;801:8;FF:10;BML:6;ML:6
IIIT,Ananya Yadav,2024615,SSH,2024,DSA;BML;802;OOPD,OOPD:7;601:8;801:5;777:5;ML:7;701:6;FF:10
IIIT,Anya Iyer,2021439,SSH,2021,802;615,DSA:5;615:6;FF:6;702:8;801:10;777:10
IIIT,Rahul Patel,MT22090,ECE,2022,702;OOPD;FF,777:5;DSA:5;801:9;OOPD:9
IIIT,Krishna Sharma,PhD23018,SSH,2023,702;615;OOPD,DL:5;702:8;601:6;BML:5;701:6;777:6;801:10
IIIT,Shaurya Gupta,2023228,CB,2023,802;602;701,FF:8;802:7;701:6;OOPD:7;702:7;DSA:8
IIIT,Ishaan Mehta,2022558,SSH,2022,801;601;615,777:7;802:5;ML:10;702:6;801:6;601:10;OOPD:6;615:7
IIIT,Arjun Yadav,2024768,ECE,2024,601;DSA;777;701,BML:8;FF:7;702:6;DSA:9;777:9;615:10;601:6
IIIT,Kavya Kaur,MT23905,ECE,2023,802;777,615:7;777:8;702:9;ML:6;DSA:6;802:6
IIIT,Rahul Chopra,PhD21508,SSH,2021,801;ML;FF,601:5;701:6;615:10;DL:9;702:10;BML:5;ML:6;OOPD:5
IIIT,Sarthak Chopra,2022466,SSH,2022,DSA;701;602,801:6;702:7;FF:9;DSA:6
IIIT,Myra Agarwal,MT24488,SSH,2024,802;615;FF;601,801:9;802:5;615:5;701:7
IIIT,Riya Kapoor,MT23296,SSH,2023,FF;802;701;DL,777:5;702:10;801:10;DL:5;ML:8;FF:7;802:10
IIIT,Riya Patel,2024640,SSH,2024,701;DSA;602,615:8;801:8;OOPD:6;802:9;DL:6;DSA:8;602:6
IIIT,Aditya Yadav,MT21439,SSH,2021,DL;802;702;BML,702:7;801:9;DSA:5;601:6;FF:7;802:6
IIIT,Aditi Kumar,MT24122,ECE,2024,802;777,BML:7;DSA:6;ML:7;615:7;602:8;702:8
IIIT,Vihaan Verma,MT23044,CSE,2023,777;702,OOPD:8;DSA:7;615:5;ML:8;FF:10;801:7
IIIT,Vikram Verma,2023404,CB,2023,DL;702;FF;615,BML:8;ML:8;OOPD:7;702:9
IIIT,Aditi Singh,2021416,SSH,2021,702;601;777,OOPD:8;602:6;777:10;FF:5;601:10;BML:6;702:10;DL:10
IIIT,Reyansh Singh,MT21731,CB,2021,701;777;ML;801,FF:6;702:9;BML:8;701:6;ML:6;615:8
IIIT,Riya Jain,2022913,CSE,2022,BML;FF,602:9;802:9;DSA:9;FF:6;701:6
IIIT,Anya Patel,2021113,CSE,2021,ML;701;OOPD;615,FF:8;802:10;DSA:5;702:5
IIIT,Reyansh Desai,MT23982,ECE,2023,DL;FF;ML,DL:10;801:5;BML:8;701:5;DSA:7;ML:7;OOPD:9
IIIT,Myra Kapoor,2024619,ECE,2024,602;615;OOPD,DSA:10;777:6;801:5;FF:8;DL:6;702:8
IIIT,Ayaan Mishra,2022648,CSE,2022,DL;FF;601,FF:6;702:6;BML:7;OOPD:7;602:9
IIIT,Aditi Patel,PhD22390,CB,2022,BML;602,DSA:8;802:10;615:6;701:8;702:8;801:7
IIIT,Ishaan Jain,MT22130,SSH,2022,615;702;777;602,602:5;601:6;801:6;ML:8
IIIT,Anjali Saxena,2024767,ECE,2024,DSA;702;DL;BML,602:6;DSA:6;BML:9;615:5;DL:8
IIIT,Kavya Rao,2022021,SSH,2022,802;702;601,802:9;777:10;602:10;DL:8;702:8;601:5
IIIT,Neha Rao,MT21690,SSH,2021,601;802;OOPD;FF,802:8;701:5;602:10;702:8;601:8;777:8;BML:8;FF:6
IIIT,Pooja Reddy,2023967,SSH,2023,ML;DL;601,802:6;702:8;BML:8;DSA:7
IIIT,Vihaan Nair,2024635,SSH,2024,615;701;602;601,615:8;601:5;OOPD:5;BML:5;701:5
IIIT,Sarthak Kumar,2021526,CB,2021,802;801;777,DSA:8;ML:8;801:5;602:5;702:9
IIIT,Pari Saxena,2022916,CSE,2022,801;615;701,701:8;602:6;801:5;601:5;ML:7;DSA:10;702:10;777:5
IIIT,Shaurya Pandey,MT24519,CSE,2024,701;802;602,DL:9;ML:7;FF:8;801:8;602:8;DSA:5
IIIT,Aarav Khanna,MT21876,SSH,2021,777;DL,602:8;615:8;702:7;802:9;DSA:7;DL:7
IIIT,Sneha Mehta,PhD22613,CB,2022,615;602;DSA,ML:6;OOPD:8;777:5;DSA:8;615:8;802:6;801:9
IIIT,Diya Khanna,MT22232,ECE,2022,DL;802,OOPD:6;802:6;DL:5;602:8;701:5;BML:7
IIIT,Sneha Kumar,2023229,ECE,2023,FF;601;802;701,OOPD:9;BML:7;ML:5;602:6;802:7
IIIT,Karan Joshi,MT22631,SSH,2022,ML;DL;BML,601:9;702:6;802:5;701:9;777:8;DL:5;BML:6
IIIT,Rohan Patel,2021520,CSE,2021,601;702;802,601:7;OOPD:5;615:9;602:10;702:9
IIIT,Riya Mehta,MT21921,CSE,2021,615;DSA,DSA:5;FF:10;615:8;BML:7;801:6;OOPD:8;DL:9
IIIT,Simran Singh,2022439,CB,2022,802;DL;DSA;FF,701:5;ML:10;777:5;DL:8;FF:6;802:6
IIIT,Karan Mishra,PhD22799,SSH,2022,801;702,OOPD:9;DSA:5;BML:6;802:5;FF:10;602:7;ML:10;777:5
IIIT,Sumit Malhotra,MT23155,ECE,2023,FF;OOPD;615;777,801:7;601:8;OOPD:7;802:8
IIIT,Vivaan Mehta,PhD24285,SSH,2024,ML;601;DL,802:5;FF:7;801:5;602:7;DSA:8;777:5;601:8;702:7
IIIT,Anjali Singh,2023515,ECE,2023,801;DL,802:5;777:8;FF:7;ML:6;DL:6;602:7
IIIT,Sai Yadav,2021447,CSE,2021,777;701;615,ML:9;DL:5;802:10;602:8;801:5;OOPD:6;777:7
IIIT,Anjali Chopra,2023037,CSE,2023,801;DL;601;802,ML:5;602:10;802:8;OOPD:10
IIIT,Sarthak Singh,MT24158,SSH,2024,FF;701,OOPD:8;DL:9;602:10;615:6;ML:8;777:5
IIIT,Anjali Das,MT24217,SSH,2024,801;601,OOPD:6;DSA:9;ML:9;701:6
IIIT,Riya Chopra,2023048,CSE,2023,777;801,ML:10;701:6;DL:8;DSA:5;FF:9;601:10;BML:9;802:5
IIIT,Krishna Desai,MT24768,ECE,2024,702;FF;701,602:6;BML:6;DL:5;701:5
IIIT,Amit Agarwal,PhD22100,ECE,2022,OOPD;701;601,ML:6;DSA:6;702:5;601:7;DL:10
IIIT,Myra Gupta,MT21270,CSE,2021,OOPD;601;DSA,602:8;702:5;777:5;615:7
IIIT,Pari Mishra,2024731,CSE,2024,FF;802,702:6;OOPD:8;615:5;BML:6;ML:9;802:7
IIIT,Arjun Saxena,2022585,CB,2022,702;DSA,601:7;FF:5;ML:6;801:8;BML:7;702:6;701:8
IIIT,Aarav Yadav,2021912,CSE,2021,602;702,615:9;FF:5;DSA:7;ML:5;601:7;702:9
IIIT,Diya Sharma,2023700,CSE,2023,601;702,801:7;615:8;OOPD:9;ML:6;DSA:5;702:5;BML:8;602:8
IIIT,Anjali Jain,MT22332,CB,2022,ML;DL;OOPD,777:7;802:6;DL:5;702:10;ML:8;701:7;BML:7;601:7
IIIT,Pooja Singh,2023522,SSH,2023,DSA;702;DL;701,ML:9;801:7;615:6;FF:6
IIIT,Simran Nair,2024013,ECE,2024,701;ML;DSA;615,702:10;615:5;701:8;602:8;DSA:9
IIIT,Simran Yadav,MT24949,SSH,2024,FF;DSA;601,FF:7;801:6;DL:8;OOPD:10;802:8;701:6;615:7;602:8
IIIT,Rohan Kaur,2023933,SSH,2023,615;801,615:10;602:6;DL:8;DSA:7;601:7;701:8;ML:7
IIIT,Neha Saxena,2021746,CB,2021,FF;802,615:6;BML:5;777:7;601:7;ML:6;DL:7;602:7;802:5
IIIT,Anjali Saxena,MT22301,CSE,2022,777;702;802,802:7;FF:6;701:5;601:10;615:9;801:5
IIIT,Riya Jain,MT23390,ECE,2023,701;615;601;802,BML:7;702:7;615:7;DL:8;602:6
IIIT,Anya Saxena,PhD21612,CSE,2021,OOPD;777;615,FF:7;DSA:5;DL:9;701:6
IIIT,Shaurya Yadav,MT21885,SSH,2021,FF;OOPD,702:7;DL:5;BML:6;615:9;FF:5
IIIT,Vihaan Khanna,MT23945,CB,2023,702;602;FF;BML,DSA:7;601:9;801:7;OOPD:5;DL:6;802:5;ML:10;615:6
IIIT,Pooja Rao,2023905,CSE,2023,OOPD;BML;602;DL,DL:9;777:10;801:8;701:10;DSA:9;601:5;802:8
IIIT,Rohan Khanna,2024704,CB,2024,801;602;701,602:7;BML:7;DL:9;OOPD:7;701:5
IIIT,Diya Mishra,MT24177,ECE,2024,601;BML,BML:9;DL:6;ML:8;OOPD:5;615:6;777:7
IIIT,Neha Agarwal,2024017,ECE,2024,802;615;701;777,ML:5;BML:5;802:9;801:6;602:7;777:5;601:8;DL:10
IIIT,Anya Jain,2021541,ECE,2021,DL;615;602;701,FF:8;DL:9;701:7;702:7;601:8;801:10;615:9
IIIT,Sneha Verma,MT21506,SSH,2021,OOPD;DSA;BML;ML,701:7;777:7;FF:5;615:8;802:8
IIIT,Kavya Mehta,2023587,CSE,2023,615;601,DSA:6;DL:7;FF:5;BML:5;702:8;OOPD:5
IIIT,Ayaan Saxena,2023822,SSH,2023,702;ML,701:6;615:8;601:6;801:8;DL:7
IIIT,Diya Mishra,2021995,ECE,2021,DL;601;FF,602:8;601:8;701:5;DL:9
IIIT,Shaurya Mishra,2021622,CB,2021,OOPD;801;702;602,OOPD:6;BML:8;DSA:9;615:10;701:7;ML:6
IIIT,Sai Bhatia,2024060,CSE,2024,702;601;602;701,BML:6;801:6;OOPD:5;615:5;ML:6;802:10;702:8
IIIT,Rahul Chopra,2021230,CB,2021,DSA;801;602,ML:8;DSA:5;BML:5;615:6
IIIT,Ananya Malhotra,2022516,CSE,2022,615;DSA;701;802,ML:7;DL:10;777:8;802:5;601:5;615:6
IIIT,Aarav Desai,MT21535,CB,2021,DSA;702,DSA:5;BML:9;ML:5;802:6;FF:5;OOPD:8
IIIT,Saanvi Khanna,2021387,SSH,2021,777;ML,801:6;DSA:6;DL:8;BML:5;802:6;701:5
IIIT,Pooja Agarwal,MT22144,SSH,2022,701;602;802;ML,801:6;777:7;OOPD:10;702:8;ML:6;602:6
IIIT,Amit Yadav,MT22023,SSH,2022,DSA;ML,ML:5;701:7;601:6;OOPD:6;BML:5;801:6;615:8
IIIT,Aditi Reddy,2021339,ECE,2021,DL;802,777:8;OOPD:5;ML:7;DSA:8;615:10;701:8
IIIT,Karan Saxena,MT23173,SSH,2023,BML;602;701;OOPD,801:6;ML:7;OOPD:6;701:9;BML:7;602:6
IIIT,Atharv Verma,2022350,CSE,2022,602;ML,BML:8;ML:10;DSA:6;601:6;701:7
IIIT,Rahul Rao,2023437,CB,2023,802;702;801,FF:7;801:6;702:9;DL:5
IIIT,Vikram Singh,MT23058,CB,2023,DSA;701;OOPD,601:8;DSA:6;OOPD:6;BML:5;ML:7;FF:9
IIIT,Sai Das,2022083,CSE,2022,802;602,ML:6;602:6;601:5;DSA:5;801:6;802:6
IIIT,Sai Khanna,MT21993,CSE,2021,802;FF;777;701,801:5;FF:8;702:7;602:8
IIIT,Aditi Reddy,2022029,CSE,2022,DL;DSA;802;801,702:9;DSA:8;OOPD:9;BML:10;ML:8;FF:6;601:5
IIIT,Pooja Khanna,MT24870,SSH,2024,BML;602;802,FF:10;615:5;777:7;602:6;DSA:8;702:5;601:6
IIIT,Sai Yadav,2021816,SSH,2021,OOPD;615;777;802,702:7;OOPD:5;801:8;ML:10;701:9;777:6;DSA:8
IIIT,Atharv Iyer,MT23681,SSH,2023,802;615;OOPD;FF,DSA:8;602:9;801:8;BML:5
IIIT,Vivaan Reddy,MT22534,CSE,2022,601;FF,BML:5;702:10;602:6;ML:10;601:5;615:6
IIIT,Shaurya Sharma,MT24757,CSE,2024,FF;615;602;802,802:5;DL:9;615:6;OOPD:10
IIIT,Pooja Chopra,2023319,CB,2023,FF;702;DSA;615,ML:9;BML:6;FF:5;702:7
IIIT,Anjali Singh,MT24603,SSH,2024,OOPD;FF;801;601,777:7;615:6;701:5;702:5
IIIT,Amit Kumar,MT21959,SSH,2021,DSA;615,DSA:6;801:6;ML:6;615:5;DL:10;FF:7;BML:8
IIIT,Arjun Verma,2023063,CSE,2023,777;702,DSA:10;602:6;ML:6;DL:5;BML:7;FF:9;801:10
IIIT,Arjun Yadav,2022012,CB,2022,FF;601;777;702,DSA:5;DL:5;FF:6;BML:9;601:7;777:6
IIIT,Anjali Jain,2021238,CSE,2021,802;BML,615:6;702:9;BML:7;ML:7;701:8
IIIT,Karan Sharma,MT21255,ECE,2021,OOPD;801,777:10;801:10;615:5;DSA:10;DL:10;BML:5;OOPD:8
IIIT,Arjun Malhotra,MT24593,SSH,2024,701;BML;DSA,602:5;DSA:7;615:8;702:10;DL:8;BML:7
IIIT,Aarav Joshi,2023671,CB,2023,602;701,702:8;602:7;601:6;DL:10;DSA:5;FF:8;802:10
IIIT,Pooja Gupta,MT22326,ECE,2022,802;602,777:10;DSA:8;602:7;802:7;702:5;BML:10;DL:9;801:6
IIIT,Atharv Saxena,PhD22700,CB,2022,FF;602;601;702,777:6;OOPD:6;601:8;602:7;801:5;615:8;DL:8;802:7
IIIT,Vikram Bhatia,MT24253,CB,2024,BML;601;777;FF,777:7;FF:8;701:5;615:8;DSA:8;OOPD:6;DL:6
IIIT,Myra Sharma,MT21440,ECE,2021,DSA;701,802:8;801:6;702:8;615:7;ML:10;DSA:5;601:8;602:6
IIIT,Reyansh Desai,2023566,CB,2023,FF;615;701;ML,801:9;615:8;DL:5;ML:5
IIIT,Ananya Iyer,MT23239,CB,2023,FF;BML;702;DL,701:5;DL:9;DSA:6;802:8;601:6;702:5;615:6
IIIT,Shaurya Bhatia,MT22389,SSH,2022,601;802,777:7;802:5;701:7;702:8;602:8;DSA:7
IIIT,Simran Gupta,PhD21120,ECE,2021,602;777,777:8;602:5;802:7;DL:6;DSA:10;615:6;702:5;OOPD:6
IIIT,Aditi Malhotra,2021492,ECE,2021,602;777;701;615,OOPD:8;777:5;FF:8;615:8;BML:8
IIIT,Riya Bhatia,2023520,CB,2023,777;DL;615,DL:7;777:6;702:8;801:8
IIIT,Simran Gupta,MT22412,SSH,2022,777;802,DSA:8;615:7;FF:7;777:7;OOPD:8
IIIT,Diya Kapoor,2023805,CSE,2023,702;BML;801;777,702:10;802:7;FF:6;601:6;602:6;ML:5
IIIT,Aditi Kumar,2021201,ECE,2021,801;601;615,DSA:5;OOPD:8;602:6;701:10;FF:6;DL:10
IIIT,Amit Rao,MT23308,SSH,2023,701;777;DL,FF:10;BML:8;ML:6;802:7;DSA:6;602:10
IIIT,Neha Mehta,MT24908,CSE,2024,801;DSA,602:8;BML:5;601:9;DSA:7;777:8
IIIT,Arjun Bhatia,MT22586,SSH,2022,DL;602;DSA;702,BML:5;ML:6;801:8;701:5;777:5;DL:8;601:5;FF:6
IIIT,Anjali Desai,MT21392,ECE,2021,BML;801,DSA:6;615:5;702:6;OOPD:8;601:10;801:5
IIIT,Ananya Mishra,2023123,ECE,2023,ML;802,802:10;615:5;ML:7;BML:5;FF:7
IIIT,Aditi Saxena,MT21277,CSE,2021,DL;ML;BML,BML:7;DSA:8;801:5;601:8;802:6
IIIT,Vihaan Joshi,MT23509,SSH,2023,OOPD;801;601;701,702:9;DL:10;FF:8;BML:7;602:5
IIIT,Pooja Khanna,2024714,SSH,2024,ML;602,801:6;602:7;DSA:8;702:5;601:5
IIIT,Rahul Desai,2023673,CSE,2023,DL;702;615;802,802:5;ML:7;801:10;615:5;OOPD:5
IIIT,Anjali Das,PhD23325,CB,2023,FF;601,777:5;602:7;DL:8;OOPD:8;BML:8;801:5;702:5;DSA:6
IIIT,Ayaan Chopra,2024154,SSH,2024,615;OOPD,701:7;OOPD:8;DL:5;601:6
IIIT,Vihaan Malhotra,2021452,CSE,2021,777;DSA,DSA:5;602:6;FF:8;615:8;702:8;801:7
IIIT,Rohan Saxena,2023032,CSE,2023,802;615;602;601,701:5;FF:6;DL:7;OOPD:6;BML:8;801:9;DSA:6
IIIT,Aditi Sharma,2024425,CSE,2024,FF;802,DL:5;615:8;OOPD:9;FF:5;801:8;701:8;BML:9
IIIT,Krishna Iyer,2024579,SSH,2024,701;601;801,FF:5;701:5;777:10;OOPD:6;BML:7;601:7;702:7
IIIT,Prisha Mishra,MT21630,ECE,2021,701;601,615:6;DL:5;OOPD:5;FF:7;702:5
IIIT,Aditi Gupta,MT23740,ECE,2023,601;802;ML,702:5;FF:7;DSA:5;OOPD:10;601:10;802:8;DL:7;777:8
IIIT,Rohan Verma,2022505,CB,2022,DL;802;DSA,615:6;OOPD:7;DSA:6;701:6;BML:5;702:7;601:7;802:5
IIIT,Simran Sharma,MT21386,CB,2021,BML;801,ML:7;801:8;FF:8;DL:9;602:8;601:6
IIIT,Sarthak Nair,2021015,CSE,2021,ML;615,DSA:10;777:5;802:9;801:7;702:6;601:6;615:7
IIIT,Simran Malhotra,MT22273,CSE,2022,615;BML,BML:5;ML:6;801:7;615:7;601:8;777:8;602:7
IIIT,Prisha Pandey,MT22441,SSH,2022,701;ML,602:6;FF:8;802:5;777:7;BML:7;801:8
IIIT,Riya Bhatia,2023368,CSE,2023,801;DL;OOPD;802,OOPD:6;DL:6;DSA:10;602:5;BML:10;802:5;ML:6;701:5
IIIT,Shaurya Pandey,MT22030,SSH,2022,BML;DL;802,ML:5;OOPD:6;BML:9;602:6;801:5;601:7;702:8;701:8
IIIT,Vikram Chopra,2021555,CB,2021,615;777;701;702,702:8;DL:6;801:10;615:5;601:6;602:7
IIIT,Simran Khanna,2022005,CSE,2022,ML;601,BML:7;DSA:6;FF:9;OOPD:6;602:7;702:10;DL:5;801:8
IIIT,Saanvi Jain,PhD21412,CB,2021,OOPD;601;701;BML,DSA:8;601:8;602:6;DL:5;777:5;FF:6;OOPD:7
IIIT,Vihaan Khanna,MT22127,ECE,2022,OOPD;ML,702:5;802:7;601:6;ML:8
IIIT,Vihaan Kumar,2024015,CSE,2024,DSA;701;DL;601,BML:5;602:8;802:6;FF:8;601:5;ML:6;702:5
IIIT,Myra Khanna,MT23913,ECE,2023,701;602;DL,615:5;801:6;701:7;DL:6;ML:10;802:5;601:9
IIIT,Reyansh Verma,2024394,SSH,2024,BML;601,BML:5;602:8;801:10;802:8;615:7;DL:5;ML:6;701:8
IIIT,Pooja Reddy,2024999,CB,2024,802;702;602;615,701:7;601:7;FF:6;602:9;702:6
IIIT,Shaurya Kumar,2022121,SSH,2022,OOPD;615;DL,615:7;DSA:6;ML:5;802:5;602:8;OOPD:8;DL:8;702:9
IIIT,Ananya Chopra,2023884,CB,2023,802;FF;701,ML:9;DL:10;BML:6;802:9;701:8;615:5
IIIT,Anya Reddy,2022572,CSE,2022,802;OOPD,ML:9;DL:5;OOPD:7;802:7;FF:6;615:8
IIIT,Pari Das,2023111,ECE,2023,702;802;801,BML:8;801:9;DSA:7;701:6
IIIT,Vivaan Yadav,MT22063,CB,2022,777;ML;602;DL,601:5;FF:5;DL:8;701:8;BML:7
IIIT,Diya Kaur,MT21447,CSE,2021,601;FF;DSA;615,602:5;DSA:6;OOPD:6;DL:8;702:5;601:5
IIIT,Vikram Mishra,MT23823,CSE,2023,701;FF;777,777:9;DSA:9;601:9;ML:6
IIIT,Sneha Patel,PhD23645,ECE,2023,BML;615;602,601:8;DL:8;802:9;BML:6;701:7;602:9;615:9
IIIT,Ayaan Nair,MT22902,CB,2022,DL;FF,602:7;DL:5;ML:8;802:7;702:7
IIIT,Aarav Gupta,MT24334,ECE,2024,DSA;701;ML,601:7;DL:8;ML:5;801:6;802:5;BML:8
IIIT,Anya Nair,2023563,CSE,2023,BML;ML;702;802,615:9;701:8;802:6;801:9
IIIT,Atharv Desai,MT22675,CB,2022,BML;615,ML:9;DSA:6;OOPD:10;802:8;BML:6;601:9;615:7
IIIT,Anjali Kumar,2023702,SSH,2023,615;602;DL;777,DSA:5;701:9;BML:6;615:8;801:8
IIIT,Saanvi Sharma,2021541,CB,2021,BML;ML,OOPD:5;FF:5;801:10;615:5;777:7;BML:7
IIIT,Diya Bhatia,MT24536,SSH,2024,FF;602,601:8;602:7;OOPD:6;701:5;702:5;802:7;ML:5
IIIT,Shaurya Rao,2022367,CSE,2022,601;802;615;DL,DL:8;601:6;ML:7;DSA:7;777:6;FF:8;OOPD:5
IIIT,Sneha Nair,2021222,CB,2021,FF;DL,702:10;802:5;615:6;OOPD:8
IIIT,Aditya Kapoor,2023241,ECE,2023,801;ML,ML:8;801:8;777:8;701:8;601:9;FF:6;702:5
IIIT,Vihaan Pandey,MT23299,ECE,2023,OOPD;BML;FF;701,602:8;ML:6;BML:6;702:10;DSA:7;601:5;FF:8
IIIT,Sneha Sharma,MT22025,SSH,2022,801;702;802;777,DL:7;777:6;OOPD:8;615:7
IIIT,Pooja Bhatia,PhD22034,ECE,2022,701;DSA;FF,601:6;777:6;BML:8;802:5
IIIT,Anya Agarwal,2024332,SSH,2024,601;615,602:6;BML:6;FF:8;777:5
IIIT,Saanvi Kaur,MT21802,CSE,2021,601;ML;FF;DSA,FF:8;801:8;ML:5;702:7;777:8;DL:6;BML:6;701:7
IIIT,Vikram Jain,MT22173,ECE,2022,602;702,801:5;BML:9;601:10;802:6;702:6
IIIT,Anjali Sharma,PhD22728,ECE,2022,801;601;ML,OOPD:8;702:9;602:9;801:6;BML:5
IIIT,Vivaan Reddy,PhD21966,ECE,2021,777;BML;FF,FF:10;801:7;DSA:5;BML:8;OOPD:5;802:5;702:9;ML:8
IIIT,Neha Desai,MT21569,CB,2021,602;ML,BML:6;DSA:7;OOPD:5;ML:10
IIIT,Myra Chopra,2022679,ECE,2022,615;FF;602;OOPD,DL:6;FF:9;615:8;777:6;702:6
IIIT,Rohan Pandey,MT22612,ECE,2022,DL;602;DSA,ML:9;701:5;FF:10;DL:5
IIIT,Pooja Sharma,2021726,CSE,2021,777;OOPD;702,BML:8;701:8;601:8;DL:7;615:10;602:8;OOPD:9;FF:6
IIIT,Sai Yadav,PhD24486,SSH,2024,701;BML;602,ML:10;777:5;615:6;802:9;OOPD:5;702:5;DL:5;601:5
IIIT,Atharv Rao,PhD22335,SSH,2022,OOPD;DL;BML;701,DL:10;777:6;FF:8;615:6;OOPD:9;ML:6;702:6;801:10
IIIT,Rohan Rao,PhD23883,ECE,2023,ML;802;701;801,OOPD:6;ML:8;702:10;602:6;601:7;FF:10;701:7
IIIT,Sai Khanna,PhD23028,ECE,2023,BML;701;777;601,BML:7;602:6;615:8;702:5
IIIT,Sai Gupta,2023539,ECE,2023,601;702;801;BML,777:7;ML:8;801:5;702:9;615:5;FF:9
IIIT,Shaurya Yadav,2024751,CB,2024,OOPD;615;DL,701:6;OOPD:10;802:6;602:6;777:8;801:10;DSA:5;FF:5
IIIT,Anjali Mishra,2021685,ECE,2021,777;BML;601,777:9;701:5;OOPD:9;FF:7;ML:8;801:6
IIIT,Neha Reddy,MT24315,ECE,2024,FF;802;BML;777,DSA:5;FF:6;ML:9;802:8;801:7
IIIT,Vikram Saxena,2022070,CB,2022,ML;FF;702;801,801:5;802:8;701:6;602:5;DL:6
IIIT,Sneha Agarwal,2023524,ECE,2023,801;802;DSA;ML,777:7;602:10;FF:8;702:5;OOPD:6;801:7
IIIT,Reyansh Desai,MT22506,CB,2022,DL;801;802,DSA:7;ML:7;701:10;BML:7;DL:5;FF:7
IIIT,Rahul Kaur,MT24300,CB,2024,BML;777;ML;602,615:5;ML:5;801:8;701:8;602:10
IIIT,Aditi Joshi,2021794,CSE,2021,777;BML;615;602,602:6;OOPD:7;ML:9;601:7
IIIT,Amit Mehta,MT21471,CSE,2021,ML;777;615,DSA:10;BML:6;801:7;601:10;ML:5;FF:6
IIIT,Anjali Pandey,MT21254,CB,2021,702;601;OOPD,FF:7;615:10;ML:9;801:7
IIIT,Pari Mishra,MT24472,ECE,2024,701;615;DSA;801,OOPD:8;701:6;702:8;601:8;FF:5
IIIT,Ishaan Das,2023573,ECE,2023,FF;701;777,777:6;DSA:8;OOPD:7;615:10;602:5
IIIT,Pooja Chopra,2023983,ECE,2023,OOPD;602;802;FF,OOPD:5;777:7;801:7;DL:7;802:5
IIIT,Anya Yadav,MT23428,ECE,2023,701;DSA;601;615,615:6;FF:7;DSA:6;OOPD:9
IIIT,Pari Gupta,2024107,CB,2024,BML;801,615:10;BML:5;801:9;OOPD:7;DL:10;601:6;702:10;DSA:7
IIIT,Saanvi Sharma,2021323,CB,2021,OOPD;DSA;615,BML:6;801:5;601:5;DSA:8;FF:8;701:7;777:8;802:5
IIIT,Sarthak Kumar,2023635,SSH,2023,DL;701,FF:7;602:5;701:7;DL:7
IIIT,Sai Nair,MT23099,CSE,2023,ML;DL,602:6;601:9;777:5;702:7;DL:5;701:8;DSA:8
IIIT,Ananya Yadav,2023857,CSE,2023,601;DSA;FF;701,602:7;BML:10;FF:9;802:10;601:6;DSA:6;ML:7
IIIT,Rohan Verma,2023625,SSH,2023,602;801;BML;701,601:7;701:7;702:5;602:7;ML:7
IIIT,Vihaan Das,MT24561,CSE,2024,OOPD;602,801:10;615:8;FF:6;OOPD:8;ML:9
IIIT,Sumit Kapoor,2022079,CB,2022,DSA;802;777;701,DSA:6;701:6;DL:9;BML:9;802:6
